"participant","prompt","stimulus","stimulus_voice","word_pair","vowel_1","vowel_2","vs","vowel_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","slider_response"
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p04-ic","p04","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,0.67
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p08-cc","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,2,0.202
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p06-cc","p06","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,0.743
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>kid dig</p>","kiddig-p04-ii","p04","kiddig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,2,0.226
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-ci","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,0.28
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p07-cc","p07","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,0.294
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cab back</p>","cabback-p01-ic","p01","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,0.792
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p07-cc","p07","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.768
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p06-ii","p06","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,0.216
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad kid</p>","badkid-p01-ii","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,2,0.797
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p06-ci","p06","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,0.738
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p05-ic","p05","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,2,0.192
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p01-cc","p01","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,2,0.743
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p06-ci","p06","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,0.353
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cab back</p>","cabback-p01-ci","p01","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,0.743
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p05-ci","p05","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,0.294
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-ci","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,0.246
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p01-ic","p01","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,2,0.704
"exp1261","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p07-ic","p07","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,2,0.694
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-ic","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,2,0.265
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cab back</p>","cabback-p04-ci","p04","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,0.265
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p01-cc","p01","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.86
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p06-cc","p06","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,0.714
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p08-cc","p08","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.314
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p07-ci","p07","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,0.397
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p01-ic","p01","bigkid","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,2,0.333
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p05-cc","p05","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.689
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p08-ii","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,0.782
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p05-ic","p05","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,0.748
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kick dad</p>","kickdad-p07-ii","p07","kickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,0.787
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p05-ci","p05","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,0.728
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pick pack</p>","pickpack-p04-ii","p04","pickpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,0.221
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p06-ci","p06","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.738
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p08-ci","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,0.314
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p05-ci","p05","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,0.802
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p01-ci","p01","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,0.26
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p04-ic","p04","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,0.733
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p07-ic","p07","thickpig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,3,0.797
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p01-ii","p01","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,0.831
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pick pack</p>","pickpack-p08-ci","p08","pickpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.743
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kid dig</p>","kiddig-p06-ci","p06","kiddig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.743
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p04-ii","p04","badfig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,0.821
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p05-ii","p05","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,0.782
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p06-ii","p06","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,0.758
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p07-ii","p07","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,0.772
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p01-cc","p01","pickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,0.753
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p07-cc","p07","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,0.797
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p01-ci","p01","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.333
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p04-cc","p04","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,0.28
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p05-cc","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,0.768
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-ci","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.816
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p06-ii","p06","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,0.289
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p07-ic","p07","badpig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,3,0.768
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-ci","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,0.309
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cab back</p>","cabback-p01-ii","p01","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,0.772
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p05-ii","p05","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,0.787
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p04-ci","p04","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.221
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p07-cc","p07","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.826
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p08-ii","p08","digbig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,0.187
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p05-cc","p05","kickback","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,0.685
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p06-ic","p06","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,0.226
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p08-cc","p08","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,0.772
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p01-cc","p01","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.319
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p04-cc","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,0.275
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-cc","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,0.748
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p04-cc","p04","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.777
"exp1261","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p06-ic","p06","digbig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,3,0.299
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p01-ic","p01","pigdig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,3,0.748
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p07-ci","p07","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,0.319
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p04-ic","p04","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,3,0.733
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p06-ic","p06","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,3,0.689
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p04-cc","p04","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.787
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p06-ci","p06","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,0.694
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p05-ci","p05","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,0.685
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>kid dig</p>","kiddig-p06-ci","p06","kiddig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.709
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p08-ci","p08","pickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.319
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p04-ci","p04","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.763
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p05-ci","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.724
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big gap</p>","biggap-p01-ic","p01","biggap","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,3,0.704
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p07-ii","p07","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,3,0.197
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p05-ic","p05","badkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,4,0.68
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p04-ci","p04","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,0.314
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad kid</p>","badkid-p01-ci","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.733
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p04-ii","p04","pickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,0.338
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-cc","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.328
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p04-ic","p04","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,4,0.363
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p08-ic","p08","thickpig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,4,0.285
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p07-ci","p07","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.704
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p06-ic","p06","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.782
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p04-ii","p04","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.807
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p06-cc","p06","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.216
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p05-ic","p05","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.26
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p01-cc","p01","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.314
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p01-cc","p01","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.743
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p07-ic","p07","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,4,0.748
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p06-ii","p06","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.763
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p05-ii","p05","badkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.309
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p01-ii","p01","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.289
"exp1261","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-cc","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.314
